year,pop_name,reg,popwgt.absolute.hy,popwgt.relative.hy
2005,White,North Central,0.00649255440238072,1.01099608429984
2005,Black,North Central,0.0593394593972518,1.1004999969811
2005,Native,North Central,-0.274367585321021,0.535318626482951
2005,Asian,North Central,-0.206157010063262,0.650843147216979
2005,Pacific,North Central,-0.342921240744526,0.419213049635976
2005,Hispanic,North Central,-0.292221267765284,0.505080820982602
2006,White,North Central,0.00639273914932781,1.01082154624091
2006,Black,North Central,0.0666193784616533,1.11277242317004
2006,Native,North Central,-0.295577800334398,0.499649718314814
2006,Asian,North Central,-0.213294363969947,0.638938056330728
2006,Pacific,North Central,-0.344509359446843,0.416819007221123
2006,Hispanic,North Central,-0.308957615265949,0.477000540459363
2007,White,North Central,0.00637584671878633,1.01141909317253
2007,Black,North Central,0.0600539595590184,1.10755618662588
2007,Native,North Central,-0.288573234042095,0.483167523943815
2007,Asian,North Central,-0.192384893520239,0.655440113134794
2007,Pacific,North Central,-0.326126364206246,0.415910152307029
2007,Hispanic,North Central,-0.298927840856384,0.464622501581705
2008,White,North Central,0.00491245017706715,1.01153297482359
2008,Black,North Central,0.0419949611948305,1.09859170326825
2008,Native,North Central,-0.217017551584001,0.490507207507432
2008,Asian,North Central,-0.13417324515962,0.685001047817534
2008,Pacific,North Central,-0.243745152067977,0.427758735285656
2008,Hispanic,North Central,-0.221206262665905,0.480673357247455
2009,White,North Central,0.00589791430328168,1.01795687403266
2009,Black,North Central,0.0217901181319599,1.06634250454177
2009,Native,North Central,-0.156862630815387,0.522413796277639
2009,Asian,North Central,-0.111094877236242,0.661758951788191
2009,Pacific,North Central,-0.187955716680958,0.427747343449697
2009,Hispanic,North Central,-0.168807371048786,0.486046669748742
2010,White,North Central,0.00338546454526711,1.01161166399623
2010,Black,North Central,0.0371058237808731,1.12726772124945
2010,Native,North Central,-0.132933416740702,0.544057204432327
2010,Asian,North Central,-0.0970754295405172,0.667045022908194
2010,Pacific,North Central,-0.166090279463169,0.430333860426033
2010,Hispanic,North Central,-0.141293130250732,0.515384570858615
2011,White,North Central,0.00414894776820351,1.01442407032889
2011,Black,North Central,0.0310221709882431,1.10785047223748
2011,Native,North Central,-0.140124629024259,0.512848168553524
2011,Asian,North Central,-0.0895082798002126,0.688818998216594
2011,Pacific,North Central,-0.167048742531015,0.419244843454851
2011,Hispanic,North Central,-0.14407566776221,0.49911214105635
2012,White,North Central,0.00349733088898088,1.01938566920551
2012,Black,North Central,0.0144545809324515,1.08012159368265
2012,Native,North Central,-0.0824849645291379,0.542786688606498
2012,Asian,North Central,-0.0568566790290886,0.684844011970884
2012,Pacific,North Central,-0.104166470590569,0.422606323143126
2012,Hispanic,North Central,-0.0860361346498912,0.523102589092123
2013,White,North Central,0.00278087877877273,1.01897999909666
2013,Black,North Central,0.0122845893311418,1.08384453726921
2013,Native,North Central,-0.0663270019466123,0.547306252023417
2013,Asian,North Central,-0.0452935648432927,0.690863252877996
2013,Pacific,North Central,-0.0838467470677142,0.427730832515539
2013,Hispanic,North Central,-0.0701639612409289,0.521118312982002
2014,White,North Central,0.00282403823231886,1.0206005469368
2014,Black,North Central,0.0122678323553005,1.08949030978261
2014,Native,North Central,-0.0629022446770217,0.541146210745546
2014,Asian,North Central,-0.0456123662758026,0.66727090249357
2014,Pacific,North Central,-0.0784013900905692,0.428084401270724
2014,Hispanic,North Central,-0.066643243227346,0.513856701933489
2015,White,North Central,0.00181443183846756,1.02050899053349
2015,Black,North Central,0.00710414650369289,1.08029999821642
2015,Native,North Central,-0.0382137936094866,0.568059645576084
2015,Asian,North Central,-0.0272478510798055,0.692010519212635
2015,Pacific,North Central,-0.049574747070175,0.439643861617249
2015,Hispanic,North Central,-0.0405128419725409,0.542072909610439
2016,White,North Central,0.00125229540502772,1.02343772565746
2016,Black,North Central,0.00321723699363245,1.06021320347344
2016,Native,North Central,-0.0228468662706215,0.572402340826547
2016,Asian,North Central,-0.0156480632168012,0.707133787065301
2016,Pacific,North Central,-0.0293770534634099,0.450184583497116
